 58,  54,   0,  1.063668
 69,  54,   0,  1.020126
 58,  55,   0,  1.058110
 59,  55,   0,  1.075233
 68,  55,   0,  1.034266
 69,  55,   0,  1.009942
 57,  56,   0,  1.070308
 58,  56,   0,  1.053458
 59,  56,   0,  1.051492
 68,  56,   0,  1.014623
 69,  56,   0,  1.035730
 70,  56,   0,  1.035599
 57,  57,   0,  1.055393
 58,  57,   0,  1.052978
 59,  57,   0,  1.045718
 60,  57,   0,  1.039506
 67,  57,   0,  1.038102
 68,  57,   0,  1.050970
 69,  57,   0,  1.061548
 70,  57,   0,  1.044955
 58,  58,   0,  1.053911
 59,  58,   0,  1.054003
 60,  58,   0,  1.056243
 61,  58,   0,  1.050828
 66,  58,   0,  1.046624
 67,  58,   0,  1.053860
 68,  58,   0,  1.053860
 69,  58,   0,  1.071856
 58,  59,   0,  1.087419
 59,  59,   0,  1.084103
 60,  59,   0,  1.084147
 61,  59,   0,  1.087475
 66,  59,   0,  1.034310
 67,  59,   0,  1.041520
 68,  59,   0,  1.041411
 69,  59,   0,  1.047349
 58,  60,   0,  1.087667
 59,  60,   0,  1.086107
 60,  60,   0,  1.088041
 67,  60,   0,  1.024099
 68,  60,   0,  1.023052
 69,  60,   0,  1.027210
 58,  61,   0,  1.067497
 59,  61,   0,  1.068484
 60,  61,   0,  1.068484
 67,  61,   0,  1.035057
 68,  61,   0,  1.035057
 69,  61,   0,  1.040690
 57,  62,   0,  1.018361
 58,  62,   0,  1.031182
 59,  62,   0,  1.036152
 60,  62,   0,  1.038529
 67,  62,   0,  1.028693
 68,  62,   0,  1.021123
 69,  62,   0,  1.028505
 70,  62,   0,  1.026784
 57,  63,   0,  1.002172
 58,  63,   0,  1.019634
 59,  63,   0,  0.999537
 60,  63,   0,  0.988020
 67,  63,   0,  0.999223
 68,  63,   0,  1.009372
 69,  63,   0,  1.010374
 70,  63,   0,  0.998840
 56,  64,   0,  0.991579
 57,  64,   0,  0.980359
 58,  64,   0,  0.976437
 59,  64,   0,  0.961794
 60,  64,   0,  0.953301
 67,  64,   0,  0.941061
 68,  64,   0,  0.941061
 69,  64,   0,  0.962357
 70,  64,   0,  0.963454
 71,  64,   0,  0.950870
 57,  65,   0,  0.957803
 58,  65,   0,  0.945610
 59,  65,   0,  0.941310
 60,  65,   0,  0.901402
 67,  65,   0,  0.892887
 68,  65,   0,  0.930636
