 58,  54,   0,  0.883320
 69,  54,   0,  0.855294
 58,  55,   0,  0.878705
 59,  55,   0,  0.891466
 68,  55,   0,  0.867876
 69,  55,   0,  0.846743
 57,  56,   0,  0.889532
 58,  56,   0,  0.875562
 59,  56,   0,  0.873996
 68,  56,   0,  0.847431
 69,  56,   0,  0.864281
 70,  56,   0,  0.864876
 57,  57,   0,  0.877238
 58,  57,   0,  0.875606
 59,  57,   0,  0.869892
 60,  57,   0,  0.864665
 67,  57,   0,  0.867548
 68,  57,   0,  0.878586
 69,  57,   0,  0.886479
 70,  57,   0,  0.872266
 58,  58,   0,  0.876555
 59,  58,   0,  0.876645
 60,  58,   0,  0.878375
 61,  58,   0,  0.874351
 66,  58,   0,  0.874561
 67,  58,   0,  0.880401
 68,  58,   0,  0.880401
 69,  58,   0,  0.894795
 58,  59,   0,  0.903198
 59,  59,   0,  0.900437
 60,  59,   0,  0.900470
 61,  59,   0,  0.903405
 66,  59,   0,  0.865639
 67,  59,   0,  0.871499
 68,  59,   0,  0.871406
 69,  59,   0,  0.876336
 58,  60,   0,  0.904658
 59,  60,   0,  0.903281
 60,  60,   0,  0.904898
 67,  60,   0,  0.857157
 68,  60,   0,  0.856269
 69,  60,   0,  0.859804
 58,  61,   0,  0.889369
 59,  61,   0,  0.890181
 60,  61,   0,  0.890181
 67,  61,   0,  0.861177
 68,  61,   0,  0.861177
 69,  61,   0,  0.865941
 57,  62,   0,  0.848185
 58,  62,   0,  0.859185
 59,  62,   0,  0.863258
 60,  62,   0,  0.865255
 67,  62,   0,  0.854312
 68,  62,   0,  0.847625
 69,  62,   0,  0.854165
 70,  62,   0,  0.852445
 57,  63,   0,  0.834637
 58,  63,   0,  0.849296
 59,  63,   0,  0.832481
 60,  63,   0,  0.822804
 67,  63,   0,  0.830597
 68,  63,   0,  0.838708
 69,  63,   0,  0.839332
 70,  63,   0,  0.829372
 56,  64,   0,  0.825175
 57,  64,   0,  0.816446
 58,  64,   0,  0.813211
 59,  64,   0,  0.801190
 60,  64,   0,  0.794037
